text,label
here's how to tell if hillary clinton will keep her promises on trade,0
7 things you should never ever do for your older kids,0
why a bipartisan health care bill might make sense -- for republicans,0
why being killed by a lightsaber would be so much worse in real life,0
trump and china risk sparking dangerous middle east arms race,0
"keith ellison, first muslim congressman, carries clock in solidarity with ahmed",0
"watch this guy play out the entire 2017 oscars, impressions and all",0
this 'secret life of pets' clip is a documentary about what your critter pals do all day,0
the extraordinary ordinary life and death of elisabeth kübler-ross,0
report: former nfl kicker threatened students before fatal crash,0
cat turning on the lights is way more fun than a clapper,0
trump's deal with democrats gives proof to fans and critics alike,0
trainers share the worst fitness advice they've ever heard,0
why being proud of the little things you do will help you in the long run,0
lee daniels made 'star' for 'white people to feel good about being white',0
alaska senate candidate joe miller says abortion is bankrupting social security,0
santa fe high schoolers held gun violence protest 1 month before shooting,0
6 rentboys tell all: what did the rentboy bust do to the hustler economy?,0
"it's election season, but where are the lawn signs?",0
"notre dame, stung by 'the hunting ground,' is under u.s. investigation for sexual harassment cases",0
'the late show' unveils spoof halloween-themed trump merch,0
here's one major way the senate is stuck in the past,0
25 effortless wrap dresses you won't want to take off all summer,0
"prepare your mind, body and soul for this leaked britney spears track",0
a christian apology to jewish people at passover and easter,0
marriage confession: our 50 shades are more frayed than grey,0
frankie grande pays the 'indoor boys' a surprise visit,0
e-cig users and vapers need to join anti-drug war movement,0
copycat culture: adapting to a world of adaptations,0
our favorite queer web series 'the outs' is finally returning,0
trump and clinton characters to appear on 'american horror story',0
the assassination of democracy: a death of a thousand cuts,0
and that's how i beat shaq ... at a game of mind control,0
kung fu master with iron crotch is one ballsy martial artist,0
"women in business: catherine courage, senior vice president, customer experience, citrix",0
ryan coogler would love to see a women of wakanda spinoff,0
"being a facebook wallflower isn't good for you, the social site says",0
"someone replaced train sounds with screams, and it's genius",0
parents fight to save their two daughters after tragic diagnosis,0
how to meditate: guided practice for stress relief,0
this video nails the messed up way anti-abortion legislation gets pushed,0
iraq: be careful how you mess with the sunni world,0
does policing summons warrants really prevent serious crime?,0
obama: i am where i am today because of voting rights heroes,0
how to reduce barriers to better lgbtq healthcare,0
here's a complete rundown of what happened at the second presidential debate,0
"religious leaders, groups are appalled by trump's immigration orders",0
johnson & johnson wins reversal of $72 million verdict over talc cancer risks,0
the bizarre plot to blow up target stores to tank company stock,0
mike pence got through vp debate without having to explain anti-lgbt record,0
praise tree-sus! man sees jesus in tree trunk (photo),0
over 300 women chime in after l.a. times details director's sex abuse reputation,0
"as chipotle tries not to make people sick, it's silent on one important issue",0
let this kid's on-point bat flip guide your monday,0
volkswagen's diesel settlement will fund range of clean air efforts,0
"ed sheeran sang 'chasing cars' at a wedding, and now we're swooning",0
"with 'house on fire,' ty herndon aims to 'change hearts and minds'",0
ruby rose and what makes gender non-conforming 'sexy' (or not),0
"between an uncertain duterte and trump and a powerful china, vietnam sees stability in asean",0
"a toe in the arctic ocean: canada's northwest territories on the looney front, part 2",0
company creates brilliant first-person shooter experience in chatroulette,0
"ailey dancers and the kids with disabilities: ""if a finger can move, they're a part of it""",0
how we're using existing technology to save vets' and service members' lives (and how you can help),0
"3 ways to make positive, lasting changes in the new year",0
canadian-iranian professor hospitalized after months in iranian jail,0
new snowden revelation could spark turmoil among nations,0
how this journalist forced officials to release the laquan mcdonald video,0
let's celebrate the left-handed leaders who have made a mark on america,0
6 older celebs who stole the show at the golden globes,0
george w. bush interrupted obama to ask him to snap a picture of him and it was amazing,0
obama explains difference between police reform and 'war on cops',0
rand paul warns donald trump not to choose 'menace' john bolton as secretary of state,0
boehner delays leadership elections with gop in turmoil,0
republicans face some last-minute doubts on tax proposal,0
using the united fiasco to flourish in the future,0
the internet mourns one-year anniversary of harambe's death,0
"russia calls syria gas attack a 'monstrous crime,' but refuses to trust u.s. conclusions",0
obama administration near ban on trans-fat: report,0
trump will nominate 'torture memo' lawyer to transportation post,0
here's how you can help lgbt survivors of prison rape this holiday season,0
california just made it easier to fire bad teachers,0
someone made erotic art about trump meeting the pope,0
these 8 arab cartoonists fight for freedom of expression every day,0
sessions launches team trump's russia counteroffensive,0
"there sure were a bunch of white nationalists at cpac, huh?",0
"maxine waters to bill o'reilly: 'i'm a strong black woman, and i cannot be intimidated'",0
trump's 'locker room' defense is the excuse you'd expect from a child,0
jindal: westboro baptist members who protest funerals face arrest,0
distrust and verify: an appropriate u.s. government response to sudan government actions,0
yelp adds hospital wait times and nursing home ratings using propublica data,0
scottish leader demands new referendum on independence,0
bernie sanders asks trump's education nominee if she's only getting the job because she's a billionaire,0
suspect arrested in connection with college basketball player death,0
5 tips to help you deal with an estranged child,0
this lesbian is considered a father in indiana (and an amazing one at that),0
"whoa, elsa might actually be the villain in 'frozen'",0
"almost 9 million people enroll in obamacare, despite trump's sabotage attempts",0
dodgers co-owner magic johnson goes bonkers watching team romp to world series,0
dedicated 'humans of new york' fans raise money to send underserved kids on harvard visit,0
strudel the obese dog's fitness journey is nothing short of inspiring,0
"in u.s. visit, theresa may calls on trump to stand united",0
trump aide says endorsement of ivanka's brand was 'light-hearted',0
an eye-opening look at school playgrounds around the world,0
report kenan thompson is leaving 'snl' deemed 'inaccurate',0
amy schumer and her boyfriend hit a home run with hilarious kiss cam appearance,0
are there really two sides when it comes to political violence in the u.s.?,0
watch: stone brewing evacuates as wildfire approaches,0
"ohio state fair accident caused by 'excessive corrosion,' ride manufacturer says",0
"justice department plans to retry bob menendez for bribery, corruption",0
eric trump 'liked' michelle wolf's blistering cracks about sarah huckabee sanders,0
"brandon grant, vice president of impulse group, shares what pride means to him",0
4 ways the state of the union got stronger under obama,0
france-bound airliner grounded at amsterdam over threatening tweet,0
birchbox founders reveal the best and worst business advice they've ever received,0
"on the anniversary of trump's inauguration, the government is shut down",0
st. vincent will direct film adaptation of 'dorian gray' with female lead,0
silence on black female victims weakens fight against police brutality,0
watch: amazing paper airplane toss hits soccer player,0
teachers union claims the 'trump effect' is warping kids' minds,0
"'i reunited with my birth mother, who says she wishes she never had me and that i would die'",0
eye surgery lets abused dog see his rescuer for the very first time,0
trump team claims pardons aren't a topic at the white house,0
"barbara bush in 'failing health,' won't seek more medical treatment",0
the wonderful moment a returning soldier surprised his parents at an nhl game,0
"chattanooga shooter obtained some guns legally, intended to 'murder' police: officials",0
a look inside the life of the woman behind marni,0
huffpost hill - house republicans vote unanimously to fight later,0
lynn whitfield: we must realize that we are dependent on each other,0
lebron james hits the nba's third game-winner in 3 days,0
peter dinklage meets the world's worst 'game of thrones' fan in 'saturday night live' promo,0
the creators of 'supergirl' know that title is a bit misogynistic,0
france's far-right leader calls on europeans to follow u.s. and 'wake up',0
"after backlash, fema once again has puerto rico power, water stats on main website",0
why jb smoove doesn't want chris rock to boycott the oscars,0
"gunman kills teen, police officer in shooting spree",0
house democrats on record-breaking fundraising pace,0
harry reid trolls mitch mcconnell on supreme court nominees,0
where mormon feminists stand a year after kate kelly's excommunication,0
kim davis's anti-gay views are going to cost her state big time,0
cnn discovers elegant way to call bulls**t on donald trump's bulls**t,0
"criminals prefer iphones because they're so secure, police say",0
amazing couple adopts 7 siblings to keep them together,0
airasia passengers share stories of near-misses that kept them off vanished plane,0
buzzfeed to highlight donald trump's media blacklist at gop convention bash,0
"the 7 worst wine storage mistakes you can make, and how to fix them",0
3 proven ways for female entrepreneurs to turn a good idea into a good income,0
"ukraine ceasefire remains shaky, but still holding",0
meet the megadonor behind the lgbtq rights movement,0
save this season: the best underwear multipacks,0
ray lamontagne wants you to listen to his new album on vinyl,0
man missing after explosion was saving up to return to home country,0
"who's that woman dressed like bowie at the oscars? introducing, sandy powell.",0
watch: snow drifts were no match for this determined freight train,0
u.s. military prepares for biggest okinawa land return since 1972,0
stephen colbert mocks lawmakers for talking porn instead of guns,0
why are these six states defending horrific cruelty to animals?,0
judge joe brown begins jail sentence for contempt of court charge,0
13 ways to reduce stress at the office without embarrassing yourself,0
obama to end automatic residency for cuban migrants,0
this stepmom and biomom's relationship is parenting #goals,0
tony robbins apologizes amid backlash over me too comments,0
house intelligence chair attempts to clean up mess after alleging trump team was spied on,0
scandal's joe morton the subject of unsung hollywood season premiere,0
former black panther uses 'bonus years' to make art,0
larry nassar's boss accused of assaulting students in practice exam,0
"albuquerque shooter on the loose; gunman leaves 1 dead, 3 injured",0
venezuela hunts for rogue helicopter attackers,0
syrian kurds say bashar assad is thwarting humanitarian aid to their region,0
this rare gene mutation makes some people crave fatty foods,0
here's what it's like to be somebody who hates everyone and everything,0
facebook plans to hand over russia-linked ads to congress,0
nypd: muslim woman set on fire just before 9/11 anniversary,0
dem accuses gop chair of 'attempt to choke off public info' on russia probe,0
yoga: how we serve survivors of violence and toxic stress,0
can research identify a school that's working?,0
here's the 'gilmore girls' revival teaser and release date,0
"3 years, 5 horrific hate-crime killings in the kansas city area",0
for that parent who's not the sharpest crayon in the box: a poem,0
only one president had the guts to say the state of the union is 'not good',0
another thing colin powell said in those leaked emails? dick cheney is an idiot.,0
author jeff lindsay says goodbye to serial killer dexter with final novel,0
aziz ansari offers donald trump simple advice on combating hate crimes,0
half of all american families are staring at financial catastrophe,0
this lady gaga parody gives a 'million reasons' why 2016 really sucked,0
prison inmates name feared guard known as 'captain america',0
"students punished for sexual assault should have transcripts marked, title ix group says",0
what the amazon vs. hachette debate ignores: independent authors,0
thousands march in france over the murder of an 85-year-old holocaust survivor,0
samsung will give iphone owners a new galaxy phone to try for $1,0
india is home to the world's first completely solar-powered airport,0
this senate candidate explains how god-awful and life consuming fundraising is,0
these are a few of the shelters scrambling to offer winter storm refuge,0
hillary clinton clarifies her stance on $15 minimum wage,0
here's what science says about the connection between your name and your destiny,0
alec confidential: inside the secretive group's annual conference,0
"michael bay might secretly be a genius, despite his awful movies",0
chris hemsworth knows 'what love is' now that he has kids,0
at least 16 dead after fire breaks out in moscow printing works,0
ben stiller reading trump's 'stable genius' tweets as zoolander is like ridiculously funny,0
trump's russia scandal means sessions and his justice department now face a choice,0
the damaging belief that's keeping you from finding calm,0
the sixth season of 'downton abbey' will reportedly be its last,0
"mark hamill joins 'star wars' fans at disneyland, and they totally freak out",0
fishermen hook massive rare sawfish in stunning catch and release,0
mike pence says disney made 'mulan' to promote women in combat,0
think going on a diet is harmless? think again.,0
how to get researchers to notice an ultra-rare disease,0
toothbrush melts into oblivion in surprisingly hypnotic video,0
recovery nonprofits stem the tide while government ignores addiction crisis,0
stephen curry knew exactly what to say to craig sager last night,0
john kerry issues dire warning on israeli settlements ahead of pro-settlement donald trump entering office,0
"melting ice sheets changing the way the earth wobbles on its axis, says nasa",0
"peyton manning goes to graduation, starts throwing passes to seniors",0
"gluten-free mania -- if you're following the fad, you're a marketer's dream and part of the confusion",0
scientists reveal secret to boosting your metabolism during sleep,0
apparently reese witherspoon likes j.crew as much as we do,0
u.s. cities aren't ready to fend off the next flint,0
apple watch tells us that it is time to get serious about jobs,0
obama again extends troop presence in afghanistan,0
boston globe offers 'spotlight' fellowship to fund investigations,0
"yes, ashanti is still here and ready for you to 'say less'",0
trump keeps citing a paris agreement study that seriously misses the point,0
"scott walker's terrible, no good, very bad week",0
attention politicians: god created and welcomes us in all of our diversity,0
"no, you don't need to be trying for a 'super orgasm'",0
how fico's new credit score will impact consumers,0
migrant women sentenced for having unmarried sex in qatar,0
qatar gambles that labour reforms will satisfy critics,0
nurses ignore hospital regulations to grant dying man his final wish,0
"i still stumble over the question, how many children do you have?",0
i wore crocs to work for a week — and lived to tell the tale,0
james van der beek's daughters had an amazing reaction to 'moana' performance,0
there's no way james comey said what trump claims he did,0
5 reasons website traffic is the lifeblood of small business,0
a cornell frat held a disgusting 'pig roast' sex contest and i'm not surprised,0
9 things you're doing that drive your doctor crazy,0
arthamptons lifetime achievement award: ruth appelhof at the maidstone,0
obama visits arlington national cemetery to honor veterans,0
un confirms aid convoy bombed in syria near aleppo,0
jared leto may play the joker in 'suicide squad',0
report: white house exploring new value-added tax and carbon tax,0
"u.s. job growth rebounds sharply, unemployment rate hits 4.4 percent",0
these kids' space-themed halloween costumes were out of this world,0
see chris hemsworth in his 'ghostbusters' uniform,0
"an open letter to editors rejecting #metoo, #meat14 submissions by victims",0
filmmaker brett ratner wants to make history with charlottesville unity concert,0
cuban migrants adrift at sea drank own blood and urine to stay alive,0
former commish michael copps: 'maybe the worst fcc i've ever seen',0
steven avery has no doubts he'll be a free man again after nephew's conviction overturned,0
new ad hammers trump as too impulsive to allow near the nuclear button,0
user experience: hygiene or strategic differentiator?,0
deray mckesson breaks down the real meaning of the 'ferguson effect',0
laura ingraham learned the hard way she can't do what the boys do at fox news,0
"the legend of goddess bunny, hollywood's forgotten, disabled, trans art star",0
skittles highway spill reveals awful trend in the food industry,0
john lennon's journey to feminism and why it matters in the era of trump,0
"documentary review: 3 1/2 minutes, ten bullets",0
"this man used netflix to propose, and now we're ugly crying at our desk",0
5 signs your hair color choice is making you look duller and older,0
7 things my intergenerational office taught me about friendship,0
finding her own way in paris: meet author/publisher adria j. cimino,0
obama to impose major new regulations on offshore drilling,0
isis releases more than 200 captive yazidis in iraq,0
what msnbc gave up when it gave in to a right-wing smear campaign,0
nato leader says going it alone not an option after trump victory,0
to the parent whose heart is hurting this holiday season,0
why terrible news really might keep you up at night,0
nicolas sarkozy promises nationwide ban of burkinis if elected,0
surprise bidder for weinstein company wants embattled studio to be led by women,0
6 things you should never tell your divorced friend,0
democrats want to make sure trump sees the faces of those hurt by his travel ban,0
chuck todd imitates yoda -- and it's actually pretty good,0
eva longoria schools donald trump in powerfully personal dnc speech,0
"syria ceasefire, backed by russia and turkey, holds after initial clashes",0
"conservatives celebrate john boehner's exit, but they're still mad at mitch mcconnell",0
"after peddling islamophobia, trump to give speech on islam while in saudi arabia",0
machete-wielding suspect shot as he breaks through door in graphic video,0
5-year-old has heart-wrenching reunion with mom after airport detention,0
"watch this guy count to 100,000 for no reason whatsoever",0
woman body-shamed for swimsuit photo responds with more swimsuit photos,0
"when adults choose not to vaccinate against measles, babies pay the price",0
south carolina gov. nikki haley to endorse marco rubio,0
can you hear us now: an ongoing movement to raise the voices of muslim women,0
'parks and rec' star natalie morales comes out as queer,0
twitterverse trolls iphone x's new security feature with arya stark jokes,0
turning 65? here's when you should enroll in medicare,0
adorable girls sum up why we need more landmarks named after women,0
"pet halloween costumes are the spooky, yet cute trend of 2015",0
amazon admits alexa device eavesdropped on portland family,0
taylor swift used a 'gremlin voice' while writing '1989',0
supreme court justice sotomayor continues duties after breaking shoulder,0
these vintage coloring books were around before adult coloring was cool,0
amber tamblyn's haunting poems illuminate the lives of dead actresses,0
why a woman refuses to leave her husband who threatened to kill her,0
donald trump's pre-super bowl interview ratings dismal compared to obama's. sad!,0
amy schumer makes it official with her new chef boyfriend,0
pope criticizes conservatives at key church gathering,0
mlb player shows what #dadlife is all about with viral tweet,0
the most dangerous antihero on tv is ... the star of comedy central's 'review'?,0
this is how the republican presidential candidates talk about women,0
trump's comments about assault are a symptom of a much larger issue,0
travel ban is a minor win for trump and a major loss for human rights,0
deaf dog took a bullet for his owner... and now he's homeless,0
"kendrick lamar, taylor swift and the weeknd lead the 2016 grammy nominations",0
a lancet breakthrough: publishing about faith and health,0
stop saying we need new prison beds in arkansas,0
samantha bee rips nra-beholden senators with spoof halloween costumes,0
here's what congress is doing about lead pipes in flint and elsewhere,0
john oliver is surprised dustin hoffman didn't expect harassment questions,0
christina aguilera is barely recognizable on paper magazine cover,0
"her modern family: four moms, four refugee kids and plenty more",0
syria fighting mostly stops as truce takes effect,0
'neo-nazi' teen charged with killing girlfriend's parents after they reported him,0
"polio could be stopped worldwide by year's end, says gates foundation",0
americans trust hillary clinton over donald trump on terrorism,0
4 trump accusers call on congress to investigate sexual misconduct claims,0
huffpollster: 2016 could be the year of the third parties,0
drag and burlesque performers outraged with facebook,0
watch an animal lover save a rabbit from southern california fire,0
rolling stone reporter recalls the moment her uva rape story unraveled,0
"astronaut eileen collins was supposed to endorse trump in her rnc speech, but didn't",0
south korea to hold presidential election in may to replace impeached leader park geun-hye,0
"when disaster strikes, mothers and newborns are the most vulnerable",0
"behold, the most magical (and massive) picnic of all time",0
group files complaint against judge who sentenced man to marry girlfriend,0
republicans are using an arcane tool to handcuff federal agencies,0
julianne hough lived in pain for years because of endometriosis,0
why hosting a party for complete strangers may be the best thing you ever do,0
bill nighy and carey mulligan renew old lovers' quarrels,0
dan savage takes on ann coulter over transgender bathroom rights,0
christian lgbtq group raises money to help pay for gender-affirming surgeries,0
13 powerful essays from progressive people of faith in 2016,0
man pulls up bricks to rescue a pregnant dog that was buried alive,0
the unexpected place you're probably overeating,0
karl rove: donald trump would get 'creamed' up against hillary clinton,0
trump suggests iran brought deadly terrorist attacks upon itself,0
trump's budget would be devastating to poor victims of domestic abuse,0
james comey just exposed his own hypocrisy on hillary clinton's emails,0
man carrying knife and bible fatally shot by st. louis county police,0
5 financial wake-up calls -- and what you can learn from them,0
pelosi throws cold water on tax extenders bill as talks run down to the wire,0
prince george and princess charlotte steal the show at pippa middleton's wedding,0
these athletic turkey trotters prove thanksgiving isn't just about the food,0
queen elizabeth ii's christmas message: 'light shines in the darkness',0
"'amazing grace' bidding war erupts, aretha franklin lawsuit could be resolved",0
"un security council blacklists islamist militants in iraq, syria",0
energy sector and epa nominee: oklahoma strong,0
kelly ripa returns to 'live' and speaks from the heart after week-long absence,0
terrifying musical number imagines a world without internet,0
john legend responds to wgn america's 'underground' cancellation,0
four black trailblazers on how they are empowering communities of color,0
you don't have to 'cherish every moment' to appreciate your children,0
oxford student wins prize for photo of atom taken with dslr camera,0
the secret to building a successful business that won't destroy the planet,0
the easiest thing you can do for weight loss and longevity,0
few latino kids attend catholic schools - here's why,0
what self-respecting cop would accept this cake as a bribe?,0
dan harmon finally reveals reason behind 'rick and morty' delays,0
sick dog who was to be euthanized gets diagnosed just in time,0
this quiz picks music and books based on your wine preferences,0
new musical shines light on 'paris is burning' star and the mummified man found in her closet,0
u.s. senators share their #metoo sex harassment stories,0
"leslie allen merritt jr., suspect in phoenix freeway shootings, says he is 'wrong guy'",0
letter threatens alabama media group over coverage of roy moore accusations,0
"for city parks, 2014 was the year that was (great)!",0
sean spicer claims white house has been 'consistent' on calling travel ban 'a ban',0
black freshmen at university of pennsylvania receive racist messages depicting lynchings,0
"roy moore says religious liberty 'comes from god,' not the constitution",0
watch this angry cat knock the stuffing out of a toy tiger,0
17 ways to make the most of what's left of summer,0
"if an ice cap melts in the arctic and the gop doesn't see it, did it really melt?",0
"number of rohingya refugees fleeing violence in myanmar surges to 270,000 in just 2 weeks",0
this teacher remixes rap songs like 'bad and boujee' to teach history lessons,0
"pamela anderson talks candidly about love, forgiveness and her foundation",0
selfless playstation worker customizes controller for gamer with cerebral palsy,0
derek jeter reveals one of the biggest regrets of his career to president obama,0
'grey's anatomy' fans launch petition to bring back mcdreamy,0
"obama, biden endorse kamala harris in california senate race",0
"here's the poop on antarctica's secret penguin society, population 1.5 million",0
o'casey's plays return to stage at philly irish theater,0
obama downplays fears after supreme court blocks key climate action,0
the 'game of thrones' season 6 trailer hints at jon snow's resurrection,0
sandy hook father to alex jones: 'i'm not backing down',0
hillary clinton secures organized labor's prize endorsement,0
"train collision in belgium kills 3, injures 40",0
amandla stenberg is fearless and awesome in 'dazed' magazine,0
a mother's personal story about her trans child and public bathrooms,0
martin o'malley fails to make ohio's presidential primary ballot,0
is it time to level the playing field for college athletes?,0
'guardians of the galaxy' hits a milestone at the box office,0
sen. jeff merkley stages all-night protest on senate floor against gorsuch nomination,0
claims about andreas lubitz's mental health further stigmatize mental illnesses,0
real-life fitness strategies to survive the winter months,0
police department threatens criminals with 'stranger things' spoilers,0
seventh-day adventists to vote on women's ordination in 2015,0
egypt sends submarine to look for missing flight ms804,0
officers fired excessive number of shots at bank robbers: report,0
'people's couch' hunk gears up for the holidays in a very big way,0
"reflections for an uneasy memorial day: obama's mystery achievements, trumping dangerous nonsense",0
metta world peace thinks that matt barnes fight factored into derek fisher's firing,0
5 things you miss about married life as a divorced mom,0
norman reedus teases a big 'walking dead' easter egg in season 6,0
thursday's morning email: australia celebrates as parliament approves same-sex marriage,0
trump's new travel ban could hinder research on hiv and mental health,0
listen to this 911 call and decide for yourself if turkeys have declared war,0
"taraji, kerry and mary j. redefine squad goals in new apple commercial",0
carrie fisher remembered as fans celebrate 'star wars day',0
these stars prove dark '90s lipstick is eternally cool,0
these new emojis will make you see food differently,0
george takei accused of groping former male model in 1981,0
vice president pence pushes expansive nato and defense of european micro-states: does president trump know?,0
"report: trump bans 'transgender,' 'fetus,' 'science-based' from cdc documents",0
with friends like these: trump speaks among bigots who want lgbt people dead,0
"pulitzer prize winning play, and a winning director, too",0
woody allen says harvey weinstein scandal is 'very sad for everyone involved',0
ava duvernay on trump's america: 'art will be our weapon',0
'mudbound' oscar nominations place netflix in big leagues,0
dr. jill biden explains why community college is 'one of america's best-kept secrets',0
seth meyers has a not-so-subtle message for donald trump,0
learning from a complex communications experiment in my own home,0
12 weird sports rules you may not have heard of,0
so we might not be getting more prince music after all,0
sir mix-a-lot wasn't trying to speak for women with 'baby got back',0
watch one of the world's largest lakes shrink before your eyes,0
look: iconic jean company introduces gay pride line,0
david letterman on why he doesn't care that much about television anymore,0
white house designer michael smith talks obamas and industry secrets,0
90 zen teachers pledge to change culture that fosters abuse,0
is the stereotype that 'women can't be geniuses' causing gender gaps?,0
eclipse 2017: how a tiny town braces for blackout,0
barack obama congratulates prince harry and meghan markle on engagement,0
west virginia teachers are making sure their students get fed while they're on strike,0
"'i used food to make myself feel better, but i felt worse when i ate'",0
hillary clinton torches the 'lip service' of ivanka trump,0
gop senator still thinks efforts to end housing discrimination fueled financial crisis,0
poland passes law that eu says threatens country's democracy,0
